Employee #,Date,Time In,Time Out
9,05/12/2022,8:00,17:00
9,06/12/2022,8:00,17:00
9,07/12/2022,8:00,17:00
9,08/12/2022,0:00,0:00
9,09/12/2022,8:00,17:00
9,12/12/2022,8:00,17:00
9,12/13/2022,8:00,17:00
9,12/14/2022,8:00,17:00
9,12/15/2022,8:00,17:00
9,12/16/2022,8:00,17:00
9,12/19/2022,8:05,17:00
9,12/20/2022,8:00,17:00
9,12/21/2022,8:00,17:00
9,12/22/2022,8:00,17:00
9,12/23/2022,8:00,17:00
9,12/26/2022,8:00,17:00
9,12/27/2022,8:00,17:00
9,12/28/2022,8:05,17:00
9,12/29/2022,8:00,17:00
9,12/30/2022,0:00,0:00
10,01/09/2022,8:00,17:00
10,02/09/2022,8:00,17:00
10,05/09/2022,8:00,17:00
10,06/09/2022,8:00,17:00
10,07/09/2022,8:00,17:00
10,08/09/2022,8:00,17:00
10,09/09/2022,8:00,17:00
10,12/09/2022,8:00,17:00
10,09/13/2022,8:00,17:00
10,09/14/2022,8:00,17:00
10,09/15/2022,8:00,17:00
10,09/16/2022,8:00,17:00
10,09/19/2022,8:00,17:00
10,09/20/2022,8:00,17:00
10,09/21/2022,8:00,17:00
10,09/22/2022,8:00,17:00
10,09/23/2022,8:00,17:00
10,09/26/2022,8:00,17:00
10,09/27/2022,8:00,17:00
10,09/28/2022,8:00,17:00
10,09/29/2022,8:00,17:00
10,09/30/2022,8:00,17:00
10,03/10/2022,8:00,17:00
10,04/10/2022,8:00,17:00
10,05/10/2022,8:00,17:00
10,06/10/2022,8:00,17:00
10,07/10/2022,8:00,17:00
10,10/10/2022,8:00,17:00
10,11/10/2022,0:00,0:00
10,12/10/2022,8:00,17:00
10,10/13/2022,8:00,17:00
10,10/14/2022,8:00,17:00
10,10/17/2022,8:00,17:00
10,10/18/2022,8:00,17:00
10,10/19/2022,8:00,17:00
10,10/20/2022,8:00,17:00
10,10/21/2022,0:00,0:00
10,10/24/2022,8:00,17:00
10,10/25/2022,8:00,17:00
10,10/26/2022,8:00,17:00
10,10/27/2022,8:00,17:00
10,10/28/2022,8:00,17:00
10,10/31/2022,8:00,17:00
10,01/11/2022,0:00,0:00
10,02/11/2022,8:00,17:00
10,03/11/2022,8:00,17:00
10,04/11/2022,8:00,17:00
10,07/11/2022,8:00,17:00
10,08/11/2022,8:00,17:00
10,09/11/2022,8:00,17:00
10,10/11/2022,8:00,17:00
10,11/11/2022,8:00,17:00
10,11/14/2022,8:00,17:00
10,11/15/2022,8:00,17:00
10,11/16/2022,8:00,17:00
10,11/17/2022,8:00,17:00
10,11/18/2022,8:00,17:00
10,11/21/2022,8:00,17:00
10,11/22/2022,8:00,17:00
10,11/23/2022,8:00,17:00
10,11/24/2022,8:00,17:00
10,11/25/2022,8:00,17:00
10,11/28/2022,8:00,17:00
10,11/29/2022,8:00,17:00
10,11/30/2022,0:00,0:00
10,01/12/2022,8:00,17:00
10,02/12/2022,8:00,17:00
10,05/12/2022,8:00,17:00
10,06/12/2022,8:00,17:00
10,07/12/2022,8:00,17:00
10,08/12/2022,0:00,0:00
10,09/12/2022,8:00,17:00
10,12/12/2022,8:00,17:00
10,12/13/2022,8:00,17:00
10,12/14/2022,8:00,17:00
10,12/15/2022,8:00,17:00
10,12/16/2022,8:00,17:00
10,12/19/2022,8:00,17:00
10,12/20/2022,8:00,17:00
10,12/21/2022,8:00,17:00
10,12/22/2022,8:00,17:00
10,12/23/2022,8:00,17:00
10,12/26/2022,8:00,17:00
10,12/27/2022,8:00,17:00
10,12/28/2022,8:00,17:00
10,12/29/2022,8:00,17:00
10,12/30/2022,0:00,0:00
11,01/09/2022,8:00,17:00
11,02/09/2022,8:00,17:00
11,05/09/2022,10:30,17:00
11,06/09/2022,8:00,17:00
11,07/09/2022,8:00,17:00
11,08/09/2022,8:00,17:00
11,09/09/2022,8:00,17:00
11,12/09/2022,8:00,17:00
11,09/13/2022,8:00,17:00
11,09/14/2022,10:30,17:00
11,09/15/2022,8:00,17:00
11,09/16/2022,8:00,17:00
11,09/19/2022,8:00,17:00
11,09/20/2022,8:00,17:00
11,09/21/2022,8:00,17:00
11,09/22/2022,8:00,17:00
11,09/23/2022,10:30,17:00
11,09/26/2022,8:00,17:00
11,09/27/2022,8:00,17:00
11,09/28/2022,8:00,17:00
11,09/29/2022,8:00,17:00
11,09/30/2022,8:00,17:00
11,03/10/2022,8:00,17:00
11,04/10/2022,10:30,17:00
11,05/10/2022,8:00,17:00
11,06/10/2022,8:00,17:00
11,07/10/2022,8:00,17:00
11,10/10/2022,8:00,17:00
11,11/10/2022,8:00,17:00
11,12/10/2022,8:00,17:00
11,10/13/2022,10:30,17:00
11,10/14/2022,8:00,17:00
11,10/17/2022,8:00,17:00
11,10/18/2022,8:00,17:00
11,10/19/2022,8:00,17:00
11,10/20/2022,8:00,17:00
11,10/21/2022,8:00,17:00
11,10/24/2022,10:30,17:00
11,10/25/2022,8:00,17:00
11,10/26/2022,8:00,17:00
11,10/27/2022,8:00,17:00
11,10/28/2022,8:00,17:00
11,10/31/2022,8:00,17:00
11,01/11/2022,0:00,0:00
11,02/11/2022,10:30,17:00
11,03/11/2022,8:00,17:00
11,04/11/2022,8:00,17:00
11,07/11/2022,8:00,17:00
11,08/11/2022,8:00,17:00
11,09/11/2022,8:00,17:00
11,10/11/2022,8:00,17:00
11,11/11/2022,10:30,17:00
11,11/14/2022,8:00,17:00
11,11/15/2022,8:00,17:00
11,11/16/2022,8:00,17:00
11,11/17/2022,8:00,17:00
11,11/18/2022,8:00,17:00
11,11/21/2022,8:00,17:00
11,11/22/2022,10:30,17:00
11,11/23/2022,8:00,17:00
11,11/24/2022,8:00,17:00
11,11/25/2022,8:00,17:00
11,11/28/2022,8:00,17:00
11,11/29/2022,8:00,17:00
11,11/30/2022,0:00,0:00
11,01/12/2022,10:30,17:00
11,02/12/2022,8:00,17:00
11,05/12/2022,8:00,17:00
11,06/12/2022,8:00,17:00
11,07/12/2022,8:00,17:00
11,08/12/2022,0:00,0:00
11,09/12/2022,8:00,17:00
11,12/12/2022,10:30,17:00
11,12/13/2022,8:00,17:00
11,12/14/2022,8:00,17:00
11,12/15/2022,8:00,17:00
11,12/16/2022,8:00,17:00
11,12/19/2022,8:00,17:00
11,12/20/2022,8:00,17:00
11,12/21/2022,10:30,17:00
11,12/22/2022,8:00,17:00
11,12/23/2022,8:00,17:00
11,12/26/2022,8:00,17:00
11,12/27/2022,8:00,17:00
11,12/28/2022,8:00,17:00
11,12/29/2022,8:00,17:00
11,12/30/2022,0:00,0:00
12,01/09/2022,8:00,17:00
12,02/09/2022,8:00,17:00
12,05/09/2022,8:00,17:00
12,06/09/2022,8:00,17:00
12,07/09/2022,8:00,17:00
12,08/09/2022,8:00,17:00
12,09/09/2022,8:00,17:00
12,12/09/2022,8:00,17:00
12,09/13/2022,8:00,17:00
12,09/14/2022,8:00,17:00
12,09/15/2022,8:00,17:00
12,09/16/2022,8:00,17:00
12,09/19/2022,8:00,17:00
12,09/20/2022,8:00,17:00
12,09/21/2022,8:00,17:00
12,09/22/2022,8:00,17:00
12,09/23/2022,8:00,17:00
12,09/26/2022,8:00,17:00
12,09/27/2022,8:00,17:00
12,09/28/2022,8:00,17:00
12,09/29/2022,8:00,17:00
12,09/30/2022,8:00,17:00
12,03/10/2022,8:00,17:00
12,04/10/2022,8:00,17:00
12,05/10/2022,8:00,17:00
12,06/10/2022,8:00,17:00
12,07/10/2022,8:00,17:00
12,10/10/2022,8:00,17:00
12,11/10/2022,8:00,17:00
12,12/10/2022,8:00,17:00
12,10/13/2022,8:00,17:00
12,10/14/2022,8:00,17:00
12,10/17/2022,8:00,17:00
12,10/18/2022,8:00,17:00
12,10/19/2022,8:00,17:00
12,10/20/2022,8:00,17:00
12,10/21/2022,8:00,17:00
12,10/24/2022,8:00,17:00
12,10/25/2022,8:00,17:00
12,10/26/2022,8:00,17:00
12,10/27/2022,8:00,17:00
12,10/28/2022,8:00,17:00
12,10/31/2022,8:00,17:00
12,01/11/2022,0:00,0:00
12,02/11/2022,8:00,17:00
12,03/11/2022,8:00,17:00
12,04/11/2022,8:00,17:00
12,07/11/2022,8:00,17:00
12,08/11/2022,8:00,17:00
12,09/11/2022,8:00,17:00
12,10/11/2022,8:00,17:00
12,11/11/2022,8:00,17:00
12,11/14/2022,8:00,17:00
12,11/15/2022,8:00,17:00
12,11/16/2022,8:00,17:00
12,11/17/2022,8:00,17:00
12,11/18/2022,8:00,17:00
12,11/21/2022,8:00,17:00
12,11/22/2022,8:00,17:00
12,11/23/2022,8:00,17:00
12,11/24/2022,8:00,17:00
12,11/25/2022,8:00,17:00
12,11/28/2022,8:00,17:00
12,11/29/2022,8:00,17:00
12,11/30/2022,0:00,0:00
12,01/12/2022,8:00,17:00
12,02/12/2022,8:00,17:00
12,05/12/2022,8:00,17:00
12,06/12/2022,8:00,17:00
12,07/12/2022,8:00,17:00
12,08/12/2022,0:00,0:00
12,09/12/2022,8:00,17:00
12,12/12/2022,8:00,17:00
12,12/13/2022,8:00,17:00
12,12/14/2022,8:00,17:00
12,12/15/2022,8:00,17:00
12,12/16/2022,8:00,17:00
12,12/19/2022,8:00,17:00
12,12/20/2022,8:00,17:00
12,12/21/2022,8:00,17:00
12,12/22/2022,8:00,17:00
12,12/23/2022,8:00,17:00
12,12/26/2022,8:00,17:00
12,12/27/2022,8:00,17:00
12,12/28/2022,8:00,17:00
12,12/29/2022,8:00,17:00
12,12/30/2022,0:00,0:00
13,01/09/2022,8:00,17:00
13,02/09/2022,8:00,17:00
13,05/09/2022,8:00,17:00
13,06/09/2022,8:00,17:00
13,07/09/2022,8:00,17:00
13,08/09/2022,10:00,17:00
13,09/09/2022,8:00,17:00
13,12/09/2022,8:00,17:00
13,09/13/2022,8:00,17:00
13,09/14/2022,8:00,17:00
13,09/15/2022,8:00,17:00
13,09/16/2022,8:00,17:00
13,09/19/2022,10:00,17:00
13,09/20/2022,8:00,17:00
13,09/21/2022,8:00,17:00
13,09/22/2022,8:00,17:00
13,09/23/2022,8:00,17:00
13,09/26/2022,8:00,17:00
13,09/27/2022,8:00,17:00
13,09/28/2022,10:00,17:00
13,09/29/2022,8:00,17:00
13,09/30/2022,8:00,17:00
13,03/10/2022,8:00,17:00
13,04/10/2022,8:00,17:00
13,05/10/2022,8:00,17:00
13,06/10/2022,8:00,17:00
13,07/10/2022,10:00,17:00
13,10/10/2022,8:00,17:00
13,11/10/2022,8:00,17:00
13,12/10/2022,8:00,17:00
13,10/13/2022,8:00,17:00
13,10/14/2022,8:00,17:00
13,10/17/2022,8:00,17:00
13,10/18/2022,10:00,17:00
13,10/19/2022,8:00,17:00
13,10/20/2022,8:00,17:00
13,10/21/2022,8:00,17:00
13,10/24/2022,8:00,17:00
13,10/25/2022,8:00,17:00
13,10/26/2022,8:00,17:00
13,10/27/2022,10:00,17:00
13,10/28/2022,8:00,17:00
13,10/31/2022,8:00,17:00
13,01/11/2022,0:00,0:00
13,02/11/2022,8:00,17:00
13,03/11/2022,8:00,17:00
13,04/11/2022,8:00,17:00
13,07/11/2022,10:00,17:00
13,08/11/2022,8:00,17:00
13,09/11/2022,8:00,17:00
13,10/11/2022,8:00,17:00
13,11/11/2022,8:00,17:00
13,11/14/2022,8:00,17:00
13,11/15/2022,8:00,17:00
13,11/16/2022,10:00,17:00
13,11/17/2022,8:00,17:00
13,11/18/2022,8:00,17:00
13,11/21/2022,8:00,17:00
13,11/22/2022,8:00,17:00
13,11/23/2022,8:00,17:00
13,11/24/2022,8:00,17:00
13,11/25/2022,10:00,17:00
13,11/28/2022,8:00,17:00
13,11/29/2022,8:00,17:00
13,11/30/2022,0:00,0:00
13,01/12/2022,8:00,17:00
13,02/12/2022,8:00,17:00
13,05/12/2022,8:00,17:00
13,06/12/2022,10:00,17:00
13,07/12/2022,8:00,17:00
13,08/12/2022,0:00,0:00
13,09/12/2022,8:00,17:00
13,12/12/2022,8:00,17:00
13,12/13/2022,8:00,17:00
13,12/14/2022,8:00,17:00
13,12/15/2022,10:00,17:00
13,12/16/2022,8:00,17:00
13,12/19/2022,8:00,17:00
13,12/20/2022,8:00,17:00
13,12/21/2022,8:00,17:00
13,12/22/2022,8:00,17:00
13,12/23/2022,8:00,17:00
13,12/26/2022,10:00,17:00
13,12/27/2022,8:00,17:00
13,12/28/2022,8:00,17:00
13,12/29/2022,8:00,17:00
13,12/30/2022,0:00,0:00
14,01/09/2022,8:00,17:00
14,02/09/2022,8:00,17:00
14,05/09/2022,8:00,17:00
14,06/09/2022,8:00,17:00
14,07/09/2022,8:00,17:00
14,08/09/2022,10:00,17:00
14,09/09/2022,8:00,17:00
14,12/09/2022,8:00,17:00
14,09/13/2022,8:00,17:00
14,09/14/2022,8:00,17:00
14,09/15/2022,8:00,17:00
14,09/16/2022,8:00,17:00
14,09/19/2022,10:00,17:00
14,09/20/2022,8:00,17:00
14,09/21/2022,8:00,17:00
14,09/22/2022,8:00,17:00
14,09/23/2022,8:00,17:00
14,09/26/2022,8:00,17:00
14,09/27/2022,8:00,17:00
14,09/28/2022,10:00,17:00
14,09/29/2022,8:00,17:00
14,09/30/2022,8:00,17:00
14,03/10/2022,8:00,17:00
14,04/10/2022,8:00,17:00
14,05/10/2022,8:00,17:00
14,06/10/2022,8:00,17:00
14,07/10/2022,0:00,0:00
14,10/10/2022,8:00,17:00
14,11/10/2022,8:00,17:00
14,12/10/2022,8:00,17:00
14,10/13/2022,8:00,17:00
14,10/14/2022,8:00,17:00
14,10/17/2022,8:00,17:00
14,10/18/2022,10:00,17:00
14,10/19/2022,8:00,17:00
14,10/20/2022,8:00,17:00
14,10/21/2022,8:00,17:00
14,10/24/2022,8:00,17:00
14,10/25/2022,8:00,17:00
14,10/26/2022,8:00,17:00
14,10/27/2022,10:00,17:00
14,10/28/2022,8:00,17:00
14,10/31/2022,8:00,17:00
14,01/11/2022,0:00,0:00
14,02/11/2022,8:00,17:00
14,03/11/2022,8:00,17:00
14,04/11/2022,8:00,17:00
14,07/11/2022,10:00,17:00
14,08/11/2022,8:00,17:00
14,09/11/2022,8:00,17:00
14,10/11/2022,8:00,17:00
14,11/11/2022,8:00,17:00
14,11/14/2022,8:00,17:00
14,11/15/2022,8:00,17:00
14,11/16/2022,10:00,17:00
14,11/17/2022,8:00,17:00
14,11/18/2022,8:00,17:00
14,11/21/2022,8:00,17:00
14,11/22/2022,8:00,17:00
14,11/23/2022,8:00,17:00
14,11/24/2022,8:00,17:00
14,11/25/2022,10:00,17:00
14,11/28/2022,8:00,17:00
14,11/29/2022,8:00,17:00
14,11/30/2022,0:00,0:00
14,01/12/2022,8:00,17:00
14,02/12/2022,8:00,17:00
14,05/12/2022,8:00,17:00
14,06/12/2022,10:00,17:00
14,07/12/2022,8:00,17:00
14,08/12/2022,0:00,0:00
14,09/12/2022,8:00,17:00
14,12/12/2022,8:00,17:00
14,12/13/2022,8:00,17:00
14,12/14/2022,8:00,17:00
14,12/15/2022,10:00,17:00
14,12/16/2022,8:00,17:00
14,12/19/2022,8:00,17:00
14,12/20/2022,8:00,17:00
14,12/21/2022,8:00,17:00
14,12/22/2022,8:00,17:00
14,12/23/2022,8:00,17:00
14,12/26/2022,10:00,17:00
14,12/27/2022,8:00,17:00
14,12/28/2022,8:00,17:00
14,12/29/2022,8:00,17:00
14,12/30/2022,0:00,0:00
15,01/09/2022,8:00,17:00
15,02/09/2022,8:00,17:00
15,05/09/2022,8:00,17:00
15,06/09/2022,8:00,17:00
15,07/09/2022,8:00,17:00
15,08/09/2022,10:00,17:00
15,09/09/2022,8:00,17:00
15,12/09/2022,8:00,17:00
15,09/13/2022,8:00,17:00
15,09/14/2022,8:00,17:00
15,09/15/2022,8:00,17:00
15,09/16/2022,8:00,17:00
15,09/19/2022,10:00,17:00
15,09/20/2022,8:00,17:00
15,09/21/2022,8:00,17:00
15,09/22/2022,8:00,17:00
15,09/23/2022,8:00,17:00
15,09/26/2022,8:00,17:00
15,09/27/2022,8:00,17:00
15,09/28/2022,10:00,17:00
15,09/29/2022,8:00,17:00
15,09/30/2022,8:00,17:00
15,03/10/2022,8:00,17:00
15,04/10/2022,8:00,17:00
15,05/10/2022,8:00,17:00
15,06/10/2022,8:00,17:00
15,07/10/2022,10:00,17:00
15,10/10/2022,8:00,17:00
15,11/10/2022,8:00,17:00
15,12/10/2022,8:00,17:00
15,10/13/2022,8:00,17:00
15,10/14/2022,8:00,17:00
15,10/17/2022,8:00,17:00
15,10/18/2022,10:00,17:00
15,10/19/2022,8:00,17:00
15,10/20/2022,8:00,17:00
15,10/21/2022,8:00,17:00
15,10/24/2022,8:00,17:00
15,10/25/2022,8:00,17:00
15,10/26/2022,8:00,17:00
15,10/27/2022,10:00,17:00
15,10/28/2022,8:00,17:00
15,10/31/2022,8:00,17:00
15,01/11/2022,0:00,0:00
15,02/11/2022,8:00,17:00
15,03/11/2022,8:00,17:00
15,04/11/2022,8:00,17:00
15,07/11/2022,10:00,17:00
15,08/11/2022,8:00,17:00
15,09/11/2022,8:00,17:00
15,10/11/2022,8:00,17:00
15,11/11/2022,8:00,17:00
15,11/14/2022,8:00,17:00
15,11/15/2022,8:00,17:00
15,11/16/2022,10:00,17:00
15,11/17/2022,8:00,17:00
15,11/18/2022,8:00,17:00
15,11/21/2022,8:00,17:00
15,11/22/2022,8:00,17:00
15,11/23/2022,8:00,17:00
15,11/24/2022,8:00,17:00
15,11/25/2022,10:00,17:00
15,11/28/2022,8:00,17:00
15,11/29/2022,8:00,17:00
15,11/30/2022,0:00,0:00
15,01/12/2022,8:00,17:00
15,02/12/2022,8:00,17:00
15,05/12/2022,8:00,17:00
15,06/12/2022,10:00,17:00
15,07/12/2022,8:00,17:00
15,08/12/2022,0:00,0:00
15,09/12/2022,8:00,17:00
15,12/12/2022,8:00,17:00
15,12/13/2022,8:00,17:00
15,12/14/2022,8:00,17:00
15,12/15/2022,10:00,17:00
15,12/16/2022,8:00,17:00
15,12/19/2022,8:00,17:00
15,12/20/2022,8:00,17:00
15,12/21/2022,8:00,17:00
15,12/22/2022,8:00,17:00
15,12/23/2022,8:00,17:00
15,12/26/2022,10:00,17:00
15,12/27/2022,8:00,17:00
15,12/28/2022,8:00,17:00
15,12/29/2022,8:00,17:00
15,12/30/2022,0:00,0:00
16,01/09/2022,8:28,17:00
16,02/09/2022,8:00,17:00
16,05/09/2022,8:00,17:00
16,06/09/2022,8:00,17:00
16,07/09/2022,8:00,17:00
16,08/09/2022,10:00,17:00
16,09/09/2022,8:00,17:00
16,12/09/2022,8:28,17:00
16,09/13/2022,8:00,17:00
16,09/14/2022,8:00,17:00
16,09/15/2022,8:00,17:00
16,09/16/2022,8:00,17:00
16,09/19/2022,10:00,17:00
16,09/20/2022,8:00,17:00
16,09/21/2022,8:28,17:00
16,09/22/2022,8:00,17:00
16,09/23/2022,8:00,17:00
16,09/26/2022,8:00,17:00
16,09/27/2022,8:00,17:00
16,09/28/2022,10:00,17:00
16,09/29/2022,8:00,17:00
16,09/30/2022,8:28,17:00
16,03/10/2022,8:00,17:00
16,04/10/2022,8:00,17:00
16,05/10/2022,8:00,17:00
16,06/10/2022,8:00,17:00
16,07/10/2022,10:00,17:00
16,10/10/2022,8:00,17:00
16,11/10/2022,8:28,17:00
16,12/10/2022,8:00,17:00
16,10/13/2022,8:00,17:00
16,10/14/2022,8:00,17:00
16,10/17/2022,8:00,17:00
16,10/18/2022,0:00,0:00
16,10/19/2022,8:00,17:00
16,10/20/2022,8:28,17:00
16,10/21/2022,8:00,17:00
16,10/24/2022,8:00,17:00
16,10/25/2022,8:00,17:00
16,10/26/2022,8:00,17:00
16,10/27/2022,10:00,17:00
16,10/28/2022,8:00,17:00
16,10/31/2022,8:28,17:00
16,01/11/2022,0:00,0:00
16,02/11/2022,8:00,17:00
16,03/11/2022,8:00,17:00
16,04/11/2022,8:00,17:00
16,07/11/2022,10:00,17:00
16,08/11/2022,8:00,17:00
16,09/11/2022,8:28,17:00
16,10/11/2022,8:00,17:00
16,11/11/2022,8:00,17:00
16,11/14/2022,8:00,17:00
16,11/15/2022,8:00,17:00
16,11/16/2022,10:00,17:00
16,11/17/2022,8:00,17:00
16,11/18/2022,8:28,17:00
16,11/21/2022,8:00,17:00
16,11/22/2022,8:00,17:00
16,11/23/2022,8:00,17:00
16,11/24/2022,8:00,17:00
16,11/25/2022,10:00,17:00
16,11/28/2022,8:00,17:00
16,11/29/2022,8:28,17:00
16,11/30/2022,0:00,0:00
16,01/12/2022,8:00,17:00
16,02/12/2022,8:00,17:00
16,05/12/2022,8:00,17:00
16,06/12/2022,10:00,17:00
16,07/12/2022,8:00,17:00
16,08/12/2022,0:00,0:00
16,09/12/2022,8:00,17:00
16,12/12/2022,8:00,17:00
16,12/13/2022,8:00,17:00
16,12/14/2022,8:00,17:00
16,12/15/2022,10:00,17:00
16,12/16/2022,8:00,17:00
16,12/19/2022,8:28,17:00
16,12/20/2022,8:00,17:00
16,12/21/2022,8:00,17:00
16,12/22/2022,8:00,17:00
16,12/23/2022,8:00,17:00
16,12/26/2022,10:00,17:00
16,12/27/2022,8:00,17:00
16,12/28/2022,8:28,17:00
16,12/29/2022,8:00,17:00
16,12/30/2022,0:00,0:00
17,01/09/2022,8:00,17:00
17,02/09/2022,8:00,17:00
17,05/09/2022,8:00,17:00
17,06/09/2022,8:05,17:00
17,07/09/2022,8:00,17:00
17,08/09/2022,10:00,17:00
17,09/09/2022,8:00,17:00
17,12/09/2022,8:00,17:00
17,09/13/2022,0:00,0:00
17,09/14/2022,8:00,17:00
17,09/15/2022,8:05,17:00
17,09/16/2022,8:00,17:00
17,09/19/2022,0:00,0:00
17,09/20/2022,8:00,17:00
17,09/21/2022,8:00,17:00
17,09/22/2022,8:00,17:00
17,09/23/2022,8:00,17:00
17,09/26/2022,8:05,17:00
17,09/27/2022,0:00,0:00
17,09/28/2022,10:00,17:00
17,09/29/2022,8:00,17:00
17,09/30/2022,8:00,17:00
17,03/10/2022,8:00,17:00
17,04/10/2022,8:00,17:00
17,05/10/2022,8:05,17:00
17,06/10/2022,8:00,17:00
17,07/10/2022,10:00,17:00
17,10/10/2022,8:00,17:00
17,11/10/2022,8:00,17:00
17,12/10/2022,8:00,17:00
17,10/13/2022,8:00,17:00
17,10/14/2022,8:05,17:00
17,10/17/2022,8:00,17:00
17,10/18/2022,10:00,17:00
17,10/19/2022,8:00,17:00
17,10/20/2022,8:00,17:00
17,10/21/2022,8:00,17:00
17,10/24/2022,8:00,17:00
17,10/25/2022,8:05,17:00
17,10/26/2022,8:00,17:00
17,10/27/2022,10:00,17:00
17,10/28/2022,8:00,17:00
17,10/31/2022,8:00,17:00
17,01/11/2022,0:00,0:00
17,02/11/2022,8:00,17:00
17,03/11/2022,8:05,17:00
17,04/11/2022,8:00,17:00
17,07/11/2022,10:00,17:00
17,08/11/2022,8:00,17:00
17,09/11/2022,8:00,17:00
17,10/11/2022,8:00,17:00
17,11/11/2022,8:00,17:00
17,11/14/2022,8:05,17:00
17,11/15/2022,8:00,17:00
17,11/16/2022,10:00,17:00
17,11/17/2022,8:00,17:00
17,11/18/2022,8:00,17:00
17,11/21/2022,8:00,17:00
17,11/22/2022,8:00,17:00
17,11/23/2022,8:05,17:00
17,11/24/2022,8:00,17:00
17,11/25/2022,10:00,17:00
17,11/28/2022,8:00,17:00
17,11/29/2022,8:00,17:00
17,11/30/2022,0:00,0:00
17,01/12/2022,8:00,17:00
17,02/12/2022,8:05,17:00
17,05/12/2022,8:00,17:00
17,06/12/2022,10:00,17:00
17,07/12/2022,8:00,17:00
17,08/12/2022,0:00,0:00
17,09/12/2022,8:00,17:00
17,12/12/2022,8:00,17:00
17,12/13/2022,8:05,17:00
17,12/14/2022,8:00,17:00
17,12/15/2022,10:00,17:00
17,12/16/2022,8:00,17:00
17,12/19/2022,8:00,17:00
17,12/20/2022,8:00,17:00
17,12/21/2022,8:00,17:00
17,12/22/2022,8:05,17:00
17,12/23/2022,8:00,17:00
17,12/26/2022,10:00,17:00
17,12/27/2022,8:00,17:00
17,12/28/2022,8:00,17:00
17,12/29/2022,8:00,17:00
17,12/30/2022,0:00,0:00
18,01/09/2022,8:00,17:00
18,02/09/2022,8:00,17:00
18,05/09/2022,8:00,17:00
18,06/09/2022,8:00,17:00
18,07/09/2022,8:00,17:00
18,08/09/2022,10:00,17:00
18,09/09/2022,8:00,17:00
18,12/09/2022,8:00,17:00
18,09/13/2022,8:00,17:00
18,09/14/2022,8:00,17:00
18,09/15/2022,8:00,17:00
18,09/16/2022,8:00,17:00
18,09/19/2022,10:00,17:00
18,09/20/2022,0:00,0:00
18,09/21/2022,0:00,0:00
